tweet;tipo
tematica libre colouring time th gf points sinceramente me esperaba quedar mejor con esta cancion y me comi una mierda pero bueno no pasa nada es un temazo importante y yo lo sigo escuchando lt;1
hoy debe de darle verguenza donde este todo el tiempo que tienen en cruz azul jamas habian tenido un proyecto serio;2
andate a la mierda zorra feminazi;3
las cosas que pone loquitos a los cumpitas porque ellos prefieren vivir entre la mierda el paco pero pagar pe la luz metete el cantito en el culo kirchnerista en caba no ganan ;2
me encanta estar sola pero aveces me coge una depresion muy perra;1
pero en una semana te veo y vas a estar bien compre el remedio mas contento como si fuese un i phone que feo es no saber que mierda tenes y soportar el dolor tanto tiempo yo no se pero hace hora que los empece a tomar y me siento mejor;1
nivel de malcriada de mi perra mi madre le da martin fierro;1
nunca un tuit me hizo tan mierda;1
no se hizo mierda ajajajaj;1
mejor no escribas en twiter ya que cada vez que lo haces solito te paras cagando ya falta poco para que se te acabe tu inmunidad y en challapalca hace un frio de mierda anda cambiando el porcelanato por tus frazadas tigre;1
le tome una foto a la profe mientras se agachaba;4
no tienes ni puta idea;2
es que encima provoca subiendo a su mierda canal q no sabia q tenia ;2
me pasas tu pack mamita;4
me parece una putisima mierda que ahora las gestiones de la seguridad social y etc sean obligatoriamente por internet el medio deberia ser algo opcional;2
mierda nos la dieron vuelta;1
pero que idiota;2
estoy enojada con esta lluvia de mierda;1
mi nico;1
unas ganas de irme de mi casa y no volver nunca mas;2
si tanto quieres ir con tu madre;2
malditos comunistas son la mierda de la que pudre a seguidores de payaso;3
 que hace falta para que haya una real revolucion en esta mierda;2
que perros de mierda tenes en el barrio;2
no hay nada peor que tener que soportar a alguien que era terrible desastre en el pasado y ahora se da los aires de ya cambie y superioridad onda que te haces otario aunque hayas cambiado seguis estando manchado de mierda;2
pendeja de mierda sos hermosa t amo;1
maincra no es facil es genial no como the division esa si que es mierda;2
hicieron mierda todo en anos y medio y todavia tenes ganas de andar jodiendo con ese odio al pedo;1
que mal estar de mierda ;1
y si le rompi el orto luego por la vagina la termine embarazando;4
aparece cristina;1
y de la nada pasan meses jajaj a la mierda me quiero ir nuevamente;1
anoche cuando estaba viendo a magali y dice ultima anecdota y me voy y al rato apagan las luces quede re;1
mierda;1
tenemos la mierda de la iglesia catolica del hdrmp de es en contra disculpen si me sigue algun catolico pero en la iglesia se concentra la mayor cantidad hipocrita que puede lograrse;3
jajaja pobre perra;1
no me puedes pasar un video cojiendo;4
no tienen ni panza hijas de mil como mierda hacen;2
si van a hatear minimo sean objetivos o chistosos pedazos de mierda;2
si quieres crear arte que tu crees que va a aportar algo a la sociedad no estrenas tu obra original en un teatro independiente mugriento que para eso estan pero como me pongas a gente haciendo el imbecil bailando como robots con musica de tchaikovsky te corto el pito;2
estoy en una etapa de mi vida en donde tengo cero ganas de aguantar a cualquier persona que me rompa las pelotas;1
dios mi hermano me esta diciendo lo mejor que es maradona que messi y le voy a romper la cara pedazo de asqueroso de mierda me chupa un huevo lo bien que haya jugado el futbol;2
rt fav citar compartir;1
y entonces no volver nunca jamas a esa peluqueria de mierda que en realidad es una tapadera para un negocio de adivinacion con bola magica y tarot;2
bipolar ayer y hoy ;2
es que ni ganas hay de pincharte sino no hubieses dicho eso tan bonito cuanto me alegra alguna cancion aun tenemos cosas pendientes pues voy la verdad;1
que coman mierda esos hijos de puta pseudo militares verguenza mundial invadidos por cuba;2
p mierda que le hicieron tu estuviste ahi o que no amiga el que la hayan firmado no quiere decir que sean una mierda;1
estoy hecha mierda pero por fin dormire ;1
mi hermano grito hulk smash y se me tiro encima el pendejo de mierda;2
vayanse a la mierda estafadores;2
la piloteo tan bien esta vida d mierda q hasta me olvido d q la estoy piloteando;1
ya veo que manana me despierto y todo esto fue un sueno ue se iba a la mierda cjau;1
ni siquiera tienes plata para comprarte un polo;3
lindo sabado para no hacer una mierda;1
no me da nada mas rabia que escuchar mil veces una anecdota contada por un taxista;3
que bronca no saber mandar a todos a la mierda porque ya lo hubiera hecho hace rato;2
que dias de mierda posta;1
todo sera una mierda en el momento donde opinemos que asi es;1
acabo de ler en un tweet que it es una mierda y en otro tweet que es una pasada mira tendre que ir a verla yo;2
este morenazi no sabe contar;1
perdona la dios;1
el lado oscuro llama;1
puta de mierda;2
siempre me pongo bien drastica pa mandar a la mierda a alguien;1
que verguenza ese hijo de puta que hizo ese video a eso se vino a este pais a hacernos quedar como un culo gritando como una verdurera huevonaso esta en america respete la libre expresion huevon de mierda;3
necedito recuperar mi cuenta army man hace dia no me entero de nada carajo mierda twitter cabeza de chota;2
no os importa una mierda;1
estoy aquí para que me la mames cuando quieras ricura;4
ahora que soy p puedo empezar a tratar a la gente como a una mierda y crerme importante o tengo que esperar a subir a diamante;1
tenemos quimica oh que tierno que tenemos quimica idiota no has visto la hora que es mas frases graciosas;2
y si no existe porque te pones a hablar o a poner cosas de gimnasia ni siquiera vives aca imaginate que idiota;2
otra pregunta para ti reverendo imbecil porque no te mueres;2
pobrecita el dia que deje de ser mediatica otra vez y la gente se canse de escuchar sus estupideces tendremos otro juguetito roto que no sabra que hacer con la mierda de vida que le queda por delante;2
te habria encontrado escribiendo en un banco super bohemio y habria pensado mierda ya no me puedo poner en el de al lado a hacer lo mismo porque va a parecer que le estoy copiando la idea;1
puta samuel imbecil de mierda no;2
termina la competencia de escalada y vos tipo;1
me hace gracia porque los espanoles echan pestes de espana y si les das una bandera hasta la queman pero los argentinos son tipo menuda mierda de pais una bandera de argentina aparece argentinos ;3
tu mujer a la cocina no jodas;3
tenemos quimica oh que tierno que tenemos quimica idiota no has visto la hora que es ;1
ana diciendo que solia tener suenos pero ahora sabe que no se volveran realidad en la mierda;1
solano cierto;1
uy firme;1
se acuerdan que me tenia que ir bien en el certamen de hoy bueno me hicieron mierda y voy a tener que solicitar retiro definitivo ;1
porque las feministas joden todos los dias;3
si;1
ahora cuando estoy saliendo mas de mi mierda es cuando estoy planteandome muy seriamente suicidarme porque ahora he conseguido muchas cosas pero todo el dano que he hecho no se va a poder borrar nunca y mas cuando me lo estan recordando dia tras dia;1
propaganda de mierda la de pedidos ya cuando llora ese bebe hijos de puta saquen esa propaganda;2
lo unico que me preocupa de empezar la facultad es que mierda me voy a poner;1
tienes que ser una mierda para que te bloque nico vazquez;2
q finde de mierda;1
deseo ir a violar su cadaver;4
a el querria verlo yo currando a tope por sabiendo que no vas a cobrar mas que eso en tu vida y no vas a poder optar ni a una vivienda digna que se vaya a la mierda hombre;2
otro sabado de mierda;1
que mierda estar asi ;1
pais los putos bolcheviques de mierda quieren convertir en normal lo que no lo es;3
como me encanta este video ;1
no se porque me pongo asi;1
que pensaria lorraine de tu comportamiento candu;1
en menos d una semana la va a estar cantando hasta el barrio;1
que se vayan al carajo la vieja vibora y el idiota de grabois;2
siempre me gusta a gente mierda jajajaja;1
pelirrojo korn sin david silveria es un poco mierda;2
oye anciano maricon yo hago lo que quiera;3
dios quien mierda creo el mal humor;1
deje los kebabs hace tiempo porque esa mierda siempre me da dolor de barriga hoy al mediodia no tuve mas remedio que ir a comer con unos amigos y otra vez me esta pasando;1
star eso es cierto pero no le digas idiota te gustaria que le digan a tu mama idiota;2
 a la mierda che;1
que mierda hago ahora;1
sera mucho pedir a claudio que se vaya pa la mierda;2
yo en pearl jam jajajaj;1
si yo tuviera salia de joda loca y a la mierda la piba;1
perdon yo no elegi este apellido de mierda;1
dangerous woman says hi cabro de mierda recien lo veo jajaja;3
banate hoy por lo menos sucia de mierda;2
mi viejo tenia razon las redes sociales y el telefono te hacen mierda en un simple momento;1
me parece que las pones un poquito inclinadas y vuelan a la mierda las botellas;1
que nariz de mierda;2
me siento toda idiota creyendomelo hasta que llegue al final;1
me la paso mandandole a la mierda y yo quiero hablarle;1
 en absoluto de acuerdo con la mierda ley esa que puso el zapatero una verguenza pero no se que tiene que ver esto con pensar que boadella se ha patinado;2
que celosa de mierda soy;1
quien mierda me manda a contarle y mostrarle cosas;1
teve aj a mi tambien;1
como una mierda de perro gtunos le sacan la vuelta gtotros por accidente la pisan y se embarran en ella gtotros con cuidado la eliminan y asi todos podemos seguir avanzando ;1
bingo ya lo dijo la presidenta del jurado;1
el peronismo salvar al pais dime que mierda te inyectas espero que sea legal;2
me encuentro mal por que no me vienes a curarme la pija;4
el autoestima hecho mierda;1
solo se que las encuestadoras juegan a dos cachetes;1
mesa y evo chau;1
yo hace dos anos ;1
super inecesario que se haya liberado de la opresion que le inculcaba su padre;1
eso es por perra rebelde;2
que desastre esta generacion todo es tener infidelidad y tener ganado ya nadie quiere algo serio todo es joda y despues andan vacios por ahi danando a otros que mierda de gente loco;2
 y que le importa metido usted no es nadie no opine termine de largarse frustrado de mierda;2
he recibido belen vete un poquito a la mierda via;2
jajajajajaja te odio perra;2
me das un poco se sexo salvaje;4
acaso un empleado de pinera puede opinar oponiendose a un decreto ley de poder puede;1
podra haber sido el mejor jugador del mundo pero como persona es una mierda;2
me levante por la batucada de mierda de la estudiantina;2
proctosofia ;1
perra hijueputa si quiero te secuestro no me importa nada;4
toda las putitas cuando me sincero se les abre el culo;4
azuki quien es este puto imbecil que pardillo;2
no puedo parar de pensar en estas fotos como mierda se atreve quien se cree que es la concha bien de su bostera madre;2
eres tan hot por dios;4
la senorita dignifica los postulados del psoe y q estos no la manden a la mierda tambien a ellos;2
el futbol femenino ya esta lleno de mierda como en todos los deportes;3
llevo un dia de mierda con dolor de cabeza no puedo mas;1
